14,15,18,20,27,35
13,23,25,30,35,44
12,22,28,34,53,54
8,22,25,27,39,50
9,13,23,36,38,54
1,3,23,24,43,48
2,13,14,30,43,55
1,2,14,21,38,51
12,16,29,31,39,48
4,12,15,21,30,44
11,23,26,29,43,50
1,5,7,8,20,22
1,9,33,37,43,45
4,13,45,48,52,54
1,10,29,30,49,50
6,27,29,32,39,52
2,6,8,27,41,46
3,10,23,29,34,53
10,11,31,32,38,52
9,22,23,29,38,47
8,15,18,20,33,41
3,5,10,12,29,30
3,21,32,33,38,52
1,9,20,36,44,50
5,17,24,30,43,53
5,14,37,45,47,55
5,12,14,19,46,51
3,4,9,15,33,54
5,12,34,37,47,49
9,13,24,43,47,48
10,15,36,42,45,52
6,8,33,37,38,51
11,12,13,14,23,55
5,19,22,23,30,44
14,26,35,43,45,48
2,6,9,20,31,35
1,2,29,34,41,42
2,25,38,50,51,55
10,22,31,37,41,52
2,12,13,18,33,44
6,30,36,41,49,55
1,11,25,44,45,46
16,17,27,48,52,53
11,14,29,31,52,54
2,13,16,18,41,42
8,23,24,48,49,52
4,6,18,27,52,53
3,9,21,22,26,35
3,15,22,39,46,48
1,19,25,27,38,42
4,20,26,36,47,51
8,18,23,30,35,42
8,11,14,27,38,45
12,27,33,44,48,50
10,19,22,25,47,53
8,13,24,28,29,33
3,9,20,23,31,54
1,3,10,13,15,20
1,7,10,17,19,30
8,18,20,22,42,46
17,19,35,42,51,52
15,21,27,34,37,53
6,30,36,39,44,46
8,15,16,39,45,51
12,13,43,48,51,52
11,26,34,40,46,52
11,17,23,34,41,51
6,8,19,20,47,53
5,11,12,22,43,45
14,15,16,22,23,29
15,32,33,37,42,54
11,13,23,27,37,43
1,4,5,17,42,47
12,14,19,29,44,47
8,27,32,43,53,54
5,8,19,34,40,49
3,8,19,30,41,52
9,10,21,40,41,48
2,8,15,19,35,38
9,13,23,32,36,52
1,5,27,43,52,54
11,22,31,33,40,46
4,14,18,39,50,53
2,13,19,29,30,32
1,5,7,10,25,48
19,30,35,40,49,53
13,21,31,41,44,45
6,16,29,32,42,51
23,27,31,37,38,42
17,18,28,47,50,53
19,28,29,30,33,36
1,12,21,34,48,55
9,10,36,41,51,55
6,21,27,41,51,53
8,9,20,41,48,54
2,5,28,40,47,48
1,4,24,35,44,47
5,6,17,28,29,39
5,8,9,13,14,47
27,28,29,39,40,54
2,20,33,45,51,55
8,9,33,34,35,52
6,13,18,27,34,46
11,25,29,37,39,52
12,13,24,25,39,41
5,21,24,47,52,55
18,24,32,43,48,55
5,7,12,26,29,44
6,26,39,40,46,47
5,11,15,19,29,31
5,22,30,32,38,55
14,17,31,35,37,40
10,22,23,34,46,54
9,13,19,21,34,51
6,27,43,44,45,47
9,13,21,40,51,54
2,15,26,32,35,36
10,18,23,25,45,47
30,31,35,43,48,50
16,17,21,28,39,50
3,17,27,30,34,49
7,11,28,30,33,50
4,10,15,16,47,51
33,36,38,42,43,46
4,30,32,39,41,53
18,31,32,46,50,52
19,32,38,40,45,48
3,6,31,40,47,54
11,17,25,29,45,48
2,28,30,43,44,55
9,18,24,43,44,50
12,18,41,43,47,51
15,32,33,36,43,46
27,29,33,39,47,53
1,22,38,48,49,53
11,23,51,52,53,54
8,24,25,32,37,44
14,22,24,25,43,49
3,27,36,41,49,55
21,24,27,34,38,42
2,7,13,28,29,34
4,8,39,41,53,55
1,5,9,34,37,45
11,18,20,22,25,40
2,3,19,28,42,45
6,14,15,25,29,32
5,18,26,36,43,44
32,38,42,44,47,55
5,24,34,39,42,49
5,11,32,35,40,52
1,6,16,30,34,55
5,9,16,35,45,46
1,14,18,28,47,49
8,20,24,37,51,55
1,6,12,21,37,49
6,14,24,28,33,52
12,16,18,26,30,45
1,3,8,16,19,36
3,23,25,39,47,48
5,12,15,25,43,48
4,10,16,25,26,43
15,19,25,42,51,53
5,8,30,36,49,51
2,15,25,30,31,32
9,16,19,23,25,39
1,11,14,33,46,48
5,24,40,42,46,54
5,7,14,24,29,36
4,8,12,42,44,51
3,15,26,35,43,52
12,15,21,28,32,40
1,17,23,29,44,45
13,18,22,35,42,43
6,10,17,23,25,38
1,26,31,36,40,46
2,16,17,20,31,51
2,6,16,29,37,42
8,21,32,34,41,46
6,15,16,33,41,43
20,26,41,46,47,48
7,12,17,26,37,46
12,25,26,28,33,46
6,17,37,41,48,50
4,8,14,21,30,49
11,17,22,28,39,49
4,25,28,32,33,55
9,25,27,32,37,46
3,8,9,40,44,48
6,8,23,25,33,35
8,22,29,43,45,54
23,25,28,49,52,54
4,6,19,26,38,41
19,24,30,41,43,49
10,16,19,24,39,50
8,13,17,22,42,51
3,14,33,40,41,50
4,6,22,32,34,53
7,9,31,32,36,49
6,23,28,31,44,48
12,21,23,28,33,46
2,5,7,21,31,37
16,18,24,29,33,41
5,7,9,28,38,55
6,10,29,30,31,51
18,30,32,37,39,40
8,19,27,34,46,51
18,22,29,33,46,48
3,35,37,41,45,49
12,25,26,47,51,53
23,31,41,48,49,51
5,10,15,31,32,50
37,38,42,46,47,55
31,36,40,44,50,53
2,4,6,13,31,35
21,24,29,34,39,53
5,11,19,26,28,33
3,19,32,36,41,51
3,9,25,29,46,50
9,17,22,28,50,55
9,21,24,30,41,44
14,17,31,33,42,50
1,22,25,38,39,54
6,15,21,24,45,55
11,16,17,19,38,43
5,6,22,26,49,51
18,23,26,32,46,49
7,22,25,40,49,50
7,20,27,43,48,51
6,7,21,25,27,49
15,24,25,40,42,50
3,14,15,21,47,52
10,16,40,43,45,46
17,22,30,40,43,44
8,17,20,36,39,44
6,8,10,23,39,44
19,30,35,43,47,55
11,12,32,42,43,51
1,8,12,26,28,45
7,20,37,47,51,53
10,16,26,27,34,48
11,13,20,51,53,55
2,4,7,18,30,35
22,24,27,37,38,48
5,9,12,20,43,51
2,20,24,39,46,53
2,8,11,13,17,26
2,7,11,21,31,42
3,4,12,16,30,50
5,11,18,27,34,43
7,8,17,37,47,48
3,32,34,42,44,54
17,20,22,24,30,54
4,25,30,38,50,55
4,15,28,30,49,52
5,14,24,36,44,55
6,16,17,20,49,52
3,16,17,24,41,44
3,9,32,33,41,43
1,3,7,13,28,45
18,23,38,41,44,55
11,18,21,22,30,55
4,16,17,20,27,44
11,22,24,27,43,54
16,28,33,41,42,54
14,22,25,39,41,52
4,8,21,24,26,47
6,12,14,27,43,45
2,11,31,37,43,55
3,7,18,22,40,46
6,10,33,35,36,43
15,27,37,45,46,52
7,10,12,19,42,54
6,7,22,32,38,47
1,5,6,13,23,27
13,24,25,35,39,41
1,14,41,44,46,53
14,23,26,37,42,51
15,19,24,31,44,53
7,24,45,48,49,53
3,7,14,22,41,42
3,9,23,33,42,44
3,9,22,26,32,37
1,4,5,21,25,44
5,11,17,25,39,48
18,25,38,43,47,51
4,15,16,29,42,46
5,8,27,42,47,51
25,33,39,45,49,55
12,13,16,17,27,47
8,11,16,22,28,30
27,33,34,38,46,48
2,4,34,38,41,55
13,18,24,34,38,54
2,11,17,19,47,51
5,11,17,20,26,37
19,20,24,29,36,39
9,13,17,33,34,53
16,18,20,25,35,36
17,24,38,41,46,54
3,31,45,46,49,54
7,19,20,23,36,55
4,5,12,25,43,44
15,18,29,35,47,54
18,24,34,39,46,55
2,9,21,23,33,41
23,29,45,46,49,51
6,11,24,30,50,52
9,19,32,40,45,51
16,19,21,23,30,48
1,2,4,32,34,39
2,5,10,22,26,47
4,10,11,21,23,44
3,11,14,31,34,42
15,20,21,29,31,41
6,22,32,33,35,53
28,43,44,50,51,53
4,13,31,36,40,54
2,7,17,18,21,29
3,4,16,34,40,55
7,16,32,42,44,47
12,31,39,41,45,55
9,20,22,31,47,52
5,22,25,43,48,53
13,15,28,29,32,44
1,4,42,44,46,50
19,23,29,34,44,53
10,19,24,29,46,48
7,11,22,38,48,51
5,7,9,22,42,54
7,19,23,26,35,45
2,15,25,27,37,51
4,8,11,15,17,41
1,24,33,41,43,51
11,19,34,41,44,48
10,11,16,29,35,38
14,20,32,34,37,49
15,25,27,35,40,48
10,11,13,35,38,49
3,14,32,36,41,46
3,31,34,36,44,54
2,17,32,33,38,45
10,28,29,30,37,38
5,19,32,41,42,45
6,10,12,24,34,43
1,20,36,44,45,49
18,19,29,31,36,52
4,7,19,20,22,53
8,14,19,20,49,51
12,15,23,28,45,48
6,17,27,34,36,51
5,11,15,34,44,48
4,20,22,25,43,47
2,5,19,39,48,53
12,28,30,33,45,52
1,2,6,18,34,51
2,22,27,46,48,52
8,18,19,20,43,54
9,11,14,16,21,23
3,31,33,36,38,39
12,21,22,27,41,50
2,3,12,21,24,38
8,33,38,47,49,54
3,14,25,37,49,54
8,38,41,47,50,52
12,19,28,29,52,53
5,10,47,50,53,54
10,18,20,21,26,51
11,14,29,32,33,40
12,14,22,23,39,44
3,6,7,19,38,54
1,6,7,13,30,55
7,10,13,15,40,48
12,28,41,42,52,53
5,8,15,18,36,45
4,7,8,29,31,41
1,5,28,43,44,53
13,14,15,17,26,53
20,21,24,30,31,44
18,25,27,37,45,50
22,47,48,52,53,55
9,12,19,22,31,46
7,9,18,22,35,54
11,22,24,47,49,53
1,4,14,28,35,53
21,35,36,38,44,47
1,20,24,26,35,51
14,18,28,32,33,36
22,41,44,46,51,52
1,11,29,30,41,51
3,25,28,44,49,54
2,12,33,39,52,53
3,12,24,26,36,43
2,5,21,24,26,27
10,15,20,21,32,51
13,18,29,30,40,47
6,7,16,26,29,54
3,11,20,34,44,54
2,19,21,34,54,55
4,12,31,47,49,52
6,14,31,37,38,44
3,13,22,28,30,53
2,5,11,20,24,32
5,22,32,34,43,51
3,4,6,14,20,38
3,10,11,17,26,54
7,24,32,35,48,50
3,9,10,18,29,45
4,10,20,38,48,53
5,11,18,19,20,21
2,6,38,47,50,53
9,10,12,19,27,40
2,18,28,46,52,54
5,9,33,43,44,50
5,18,27,45,50,54
2,15,16,23,33,54
7,9,11,30,43,53
3,21,25,32,35,52
1,3,8,22,42,48
8,12,24,32,35,51
6,12,16,34,39,54
4,19,31,42,48,55
12,13,41,42,48,53
1,4,8,21,44,49
11,12,23,24,34,47
4,13,27,47,50,55
2,15,22,25,30,46
5,15,16,19,49,55
19,35,38,49,52,55
7,23,29,47,51,55
1,8,25,34,38,44
18,19,30,39,45,46
9,19,28,30,32,54
1,4,13,15,18,20
2,6,9,16,43,53
12,31,32,33,39,41
4,6,10,16,30,46
4,18,24,30,53,55
12,19,40,41,43,53
1,10,11,13,27,55
7,8,11,31,35,36
3,9,20,21,33,52
10,12,14,17,29,53
3,35,41,42,43,49
1,14,18,43,49,50
12,20,25,38,39,40
2,14,19,24,27,34
23,25,30,36,45,52
5,11,21,30,40,48
8,9,34,40,41,54
14,15,31,40,43,49
9,17,23,26,51,54
3,11,21,29,47,55
5,13,21,36,39,48
7,24,32,49,51,54
1,3,20,33,36,51
27,32,36,37,47,48
26,36,37,38,42,49
25,28,32,34,35,39
4,14,18,21,32,53
9,12,19,25,41,54
13,18,34,36,45,49
6,10,20,47,52,55
2,3,11,23,35,54
12,18,28,30,47,50
1,20,24,33,40,55
9,15,18,25,31,49
14,31,45,47,52,54
13,18,19,23,32,43
10,11,26,33,44,46
3,4,17,39,50,51
8,11,17,19,25,47
17,20,21,29,52,54
8,11,16,22,42,54
4,14,26,42,44,55
12,14,26,29,33,40
2,22,26,28,44,55
10,17,26,28,29,32
5,6,12,18,23,54
3,16,30,34,50,55
5,8,20,34,37,42
18,22,25,28,29,34
4,5,14,19,22,37
3,30,33,34,40,47
1,9,15,42,49,50
5,20,33,42,43,49
7,18,38,42,47,51
9,11,16,27,35,40
21,29,36,41,50,52
8,9,10,32,44,50
1,18,26,28,53,55
7,19,38,41,42,47
7,29,30,45,50,55
21,24,35,38,42,47
19,21,33,35,38,40
6,8,18,22,49,52
9,12,16,36,41,55
10,17,24,27,36,39
1,3,6,25,29,41
1,12,19,37,44,52
3,6,16,17,44,50
2,15,34,35,48,50
18,19,22,37,47,48
12,15,16,31,43,55
18,20,22,50,51,53
9,14,23,41,45,50
2,16,26,27,36,40
1,10,21,26,42,43
5,11,14,34,51,53
9,12,29,46,48,53
21,39,48,51,53,55
4,17,42,51,53,55
8,36,39,43,48,50
10,29,30,31,37,51
4,7,8,26,37,44
5,22,38,41,47,49
4,8,21,23,40,43
7,12,38,43,51,55
12,33,39,40,48,53
2,5,23,30,42,45
2,8,22,34,39,41
3,14,26,38,43,47
10,36,42,44,45,54
18,29,32,33,45,49
6,9,19,39,50,54
7,17,31,35,38,46
20,24,27,30,33,45
13,14,29,35,41,55
13,20,23,32,51,52
10,11,12,23,27,48
16,22,29,33,46,47
19,20,34,40,49,51
4,7,16,17,30,39
10,30,38,48,54,55
9,11,24,26,38,53
19,25,31,32,39,47
4,8,16,27,32,40
7,17,36,42,43,50
1,6,17,18,21,41
9,11,19,20,26,42
13,24,25,26,27,30
1,18,39,45,48,49
3,8,12,21,32,51
2,3,25,33,44,50
3,31,34,41,52,53
5,10,21,32,39,52
15,18,25,32,42,52
4,24,29,31,39,41
4,12,19,31,33,40
5,23,29,45,50,52
6,9,15,26,35,38
4,17,25,40,42,51
5,29,36,39,46,53
4,5,14,46,52,54
2,9,33,45,52,54
6,10,19,31,34,43
9,29,32,44,49,53
3,14,34,35,40,49
1,9,23,28,42,54
9,15,23,41,49,51
24,31,45,46,47,54
13,23,40,45,52,55
6,9,15,22,29,53
2,5,13,20,30,49
2,8,10,23,27,35
10,13,30,36,51,54
18,20,24,26,33,41
10,24,31,41,42,47
17,31,33,34,37,40
15,22,31,32,33,37
4,12,35,44,50,55
13,21,33,42,53,55
11,12,29,31,37,53
6,10,13,18,29,38
8,28,30,33,40,43
6,11,15,21,30,40
6,11,20,22,26,28
19,21,48,49,54,55
3,6,7,8,9,49
1,2,3,17,26,53
2,10,16,17,33,36
3,5,13,40,41,45
1,11,22,26,33,51
16,22,23,33,36,38
20,21,22,31,43,45
8,10,12,24,40,44
7,8,15,24,26,48
16,29,32,33,52,53
9,13,20,21,36,43
1,8,31,32,37,55
10,14,19,36,48,49
1,20,30,41,46,50
16,26,29,38,47,51
1,4,9,20,22,26
3,15,18,35,50,54
3,23,37,43,44,49
15,19,28,40,44,48
3,9,30,41,46,52
7,18,32,42,46,53
8,28,32,35,40,45
10,18,22,24,35,40
18,21,25,35,44,53
9,16,26,34,44,49
18,24,31,34,35,44
2,14,20,33,41,47
1,15,23,51,53,55
1,2,3,20,46,48
4,15,19,34,40,42
8,9,16,34,42,43
16,19,30,39,43,52
3,10,11,15,29,34
12,18,22,29,32,52
5,8,14,28,37,40
8,15,26,41,43,53
1,12,17,34,48,49
2,14,15,44,46,50
20,27,28,32,47,50
11,23,27,35,36,46
10,19,20,28,34,44
15,20,26,41,45,55
20,27,33,43,53,54
31,35,38,44,49,55
1,14,22,40,52,55
13,29,42,46,51,53
13,14,22,34,35,55
4,6,13,22,29,30
7,13,14,26,42,54
12,22,31,35,40,47
3,5,9,11,45,48
10,11,38,47,53,55
23,31,37,45,49,54
2,19,21,27,37,46
8,36,42,43,50,52
5,20,33,42,43,50
3,9,17,21,23,51
3,8,16,35,39,52
8,17,24,33,34,44
1,9,15,17,25,26
14,17,49,52,53,55
2,11,14,36,49,55
1,5,11,37,39,44
3,6,9,31,48,54
9,13,23,27,39,42
10,13,16,23,30,49
3,5,12,20,25,33
10,23,27,42,51,52
3,5,23,28,35,44
3,10,11,25,40,54
17,22,24,28,37,44
9,23,33,40,44,49
12,22,26,29,45,47
13,16,21,40,49,52
3,25,26,32,41,47
3,5,19,22,29,39
22,28,31,39,52,53
19,22,23,43,47,53
14,17,20,23,25,45
3,11,15,42,44,54
1,12,22,27,30,39
8,9,15,21,44,49
16,23,29,31,45,48
1,3,6,13,21,30
2,5,10,17,35,41
1,11,22,34,42,47
5,28,29,34,42,46
12,21,23,44,47,48
5,16,17,37,46,49
10,27,46,50,51,55
5,6,16,42,48,51
3,9,12,17,34,42
3,7,28,32,33,37
3,7,12,32,34,55
8,12,29,35,51,54
2,3,6,13,14,17
1,8,17,28,40,50
3,32,35,46,47,49
8,21,32,43,48,53
2,5,28,30,46,50
4,6,7,26,40,44
13,17,28,42,45,49
9,11,12,24,35,43
4,11,15,21,24,27
8,18,20,29,34,37
2,8,20,21,28,36
5,22,28,42,49,54
2,10,15,31,39,48
10,11,15,32,40,48
14,18,27,38,39,53
9,12,14,23,32,46
7,33,36,39,51,55
6,10,34,46,48,51
29,30,36,38,45,52
16,17,31,33,42,44
24,29,32,33,49,55
3,9,15,20,39,49
11,12,24,32,41,48
6,11,16,17,41,55
1,5,27,31,47,50
11,16,22,25,30,40
21,24,33,37,40,46
11,18,34,37,50,53
7,31,33,37,46,52
11,13,28,34,44,47
5,14,22,27,31,40
4,19,23,34,38,50
8,15,18,21,24,49
6,10,16,20,27,29
2,30,45,48,49,53
4,15,22,24,43,51
30,32,34,47,48,49
3,12,23,24,30,33
11,31,33,43,48,51
17,18,21,39,40,43
6,8,13,23,46,55
2,8,19,23,25,33
16,17,31,37,41,52
14,15,21,30,44,47
3,15,32,45,48,54
4,13,23,27,29,35
9,23,25,39,52,53
11,16,18,26,46,47
11,21,26,32,51,52
5,7,17,22,32,33
3,15,18,25,26,29
9,13,17,18,46,50
7,12,28,31,40,44
24,25,26,29,36,48
4,5,8,17,35,47
33,35,45,52,53,55
13,31,38,45,53,55
3,6,29,37,44,49
1,9,26,38,54,55
2,6,8,34,39,43
3,16,23,24,38,42
16,32,33,37,40,48
23,27,33,37,39,49
1,7,20,23,25,38
12,19,22,29,32,46
23,26,29,31,36,54
17,18,24,40,41,46
16,18,41,43,46,55
4,17,19,35,49,55
2,10,26,27,31,38
2,10,14,26,45,54
4,29,35,37,42,54
1,22,25,31,36,48
12,24,33,34,36,53
7,9,17,25,31,32
20,21,39,42,51,53
3,7,31,43,51,53
5,27,35,39,46,52
9,13,14,15,54,55
1,30,38,45,48,50
1,8,24,33,34,41
11,40,43,46,49,55
3,14,28,35,50,52
15,20,23,28,39,49
1,2,17,46,47,49
9,20,27,31,48,49
14,17,18,23,41,52
2,6,13,22,40,48
4,10,32,37,47,52
4,5,7,17,20,38
8,16,23,28,44,49
5,7,24,32,45,49
11,14,32,36,42,48
1,2,21,24,50,52
16,22,28,29,35,43
9,25,26,30,42,54
8,10,19,25,36,46
21,22,29,37,41,50
1,20,29,31,43,53
12,29,42,48,54,55
1,7,8,9,39,43
15,19,24,51,53,55
21,26,36,38,40,50
1,10,30,44,45,50
3,10,15,23,41,53
2,7,15,16,41,45
12,24,28,30,36,39
6,27,33,41,42,49
3,21,25,26,51,55
4,7,30,35,37,45
18,25,28,46,50,51
4,11,24,35,41,45
1,7,31,35,46,55
4,7,8,34,37,47
8,9,36,37,39,50
7,18,26,29,31,35
7,11,13,18,26,42
7,8,9,13,28,44
22,23,27,35,37,46
2,3,20,25,38,44
5,23,37,41,43,53
11,12,22,28,46,50
6,7,8,21,32,39
5,34,35,42,49,52
3,14,26,35,44,54
27,38,40,42,46,55
9,37,45,50,53,54
5,13,26,37,53,55
2,19,39,49,51,53
2,9,16,46,52,55
1,2,3,18,25,50
5,8,23,37,38,54
11,12,26,42,50,54
1,16,22,25,47,48
20,24,29,41,47,49
12,26,33,35,36,44
2,3,6,23,34,36
19,32,36,37,42,54
2,8,12,44,46,52
3,9,12,21,51,52
7,13,24,45,47,52
13,18,35,36,41,48
2,10,15,30,34,50
1,2,9,13,32,35
4,9,13,16,18,49
6,15,17,24,40,45
1,26,36,40,50,54
14,18,29,35,44,49
5,8,11,31,37,42
29,33,43,44,45,50
31,34,40,42,43,49
1,3,14,19,35,41
21,31,35,41,46,50
4,17,23,25,34,46
20,27,28,31,39,47
14,15,18,30,36,49
7,8,27,36,44,53
9,12,16,24,43,51
3,32,36,41,44,53
9,12,21,26,29,52
22,23,32,43,44,51
6,10,12,47,48,51
1,15,23,36,43,54
4,18,22,31,32,40
1,2,8,13,23,39
5,9,11,18,19,37
8,20,27,35,36,47
4,12,15,23,24,41
17,25,30,31,36,41
5,16,18,37,42,46
10,24,31,32,38,44
7,11,13,15,26,51
11,12,20,30,32,34
7,11,19,32,33,51
6,16,20,32,38,51
10,11,19,41,50,54
19,36,39,41,46,51
1,5,11,32,40,45
4,9,24,25,27,45
5,10,14,23,24,38
4,10,18,22,41,45
4,10,30,36,40,53
4,5,9,16,22,39
18,21,31,39,50,53
10,25,26,29,37,46
3,11,12,24,33,40
8,16,34,37,47,50
1,3,26,31,37,41
11,18,22,28,51,52
11,18,22,49,50,51
14,21,40,42,48,51
5,8,24,28,34,52
1,20,34,38,45,47
7,17,29,51,52,55
1,11,31,43,48,54
11,22,28,44,48,49
1,9,18,21,35,40
2,8,23,26,42,47
22,37,38,47,51,55
12,13,30,38,40,47
13,17,20,27,36,54
1,2,7,22,23,46
1,7,11,24,29,30
5,9,21,31,43,53
15,17,34,37,39,45
5,14,27,43,45,53
5,10,21,26,43,51
10,38,41,43,45,48
1,16,18,30,31,44
7,13,21,43,52,53
1,34,39,40,42,50
2,8,29,30,50,55
